[Inference] catch_radius_9_team_reward_2
[Episode 139] [capture] total_captures = 138, lone_wolf_captures = 98, prey_survived_step = 5217, predator_distance = 2.200853, avg_predator_distance = 2.928274, predator_proximity_rate = 0.964539, score = 0.7101449
[Episode 140] [capture] total_captures = 139, lone_wolf_captures = 99, prey_survived_step = 4468, predator_distance = 13.32734, avg_predator_distance = 3.212985, predator_proximity_rate = 0.9402417, score = 0.7122302
[Episode 141] [capture] total_captures = 140, lone_wolf_captures = 100, prey_survived_step = 652, predator_distance = 16.48275, avg_predator_distance = 20.86733, predator_proximity_rate = 0, score = 0.7142857
[Episode 142] [capture] total_captures = 141, lone_wolf_captures = 101, prey_survived_step = 190, predator_distance = 35.55112, avg_predator_distance = 34.95394, predator_proximity_rate = 0, score = 0.7163121
[Episode 143] [capture] total_captures = 142, lone_wolf_captures = 102, prey_survived_step = 243, predator_distance = 11.92736, avg_predator_distance = 17.69539, predator_proximity_rate = 0, score = 0.7183099
[Episode 144] [capture] total_captures = 143, lone_wolf_captures = 102, prey_survived_step = 1303, predator_distance = 2.680123, avg_predator_distance = 20.01886, predator_proximity_rate = 0.1788181, score = 0.7132867
[Episode 145] [capture] total_captures = 144, lone_wolf_captures = 103, prey_survived_step = 1595, predator_distance = 27.85543, avg_predator_distance = 34.33423, predator_proximity_rate = 0, score = 0.7152778
[Episode 146] [capture] total_captures = 145, lone_wolf_captures = 103, prey_survived_step = 2440, predator_distance = 3.781745, avg_predator_distance = 4.569649, predator_proximity_rate = 0.8209016, score = 0.7103449
[Episode 147] [capture] total_captures = 146, lone_wolf_captures = 104, prey_survived_step = 319, predator_distance = 30.54062, avg_predator_distance = 26.77311, predator_proximity_rate = 0, score = 0.7123288
[Episode 148] [capture] total_captures = 147, lone_wolf_captures = 105, prey_survived_step = 281, predator_distance = 17.20354, avg_predator_distance = 22.72832, predator_proximity_rate = 0, score = 0.7142857
